location,target_end_date,target_type,true_value,location_name,population
HR,2021-07-31,Cases,1119,Croatia,4125700
HR,2021-08-07,Cases,1217,Croatia,4125700
HR,2021-08-14,Cases,1892,Croatia,4125700
HR,2021-08-21,Cases,2668,Croatia,4125700
HR,2021-08-28,Cases,3422,Croatia,4125700
HR,2021-09-04,Cases,4485,Croatia,4125700
HR,2021-09-11,Cases,5809,Croatia,4125700
HR,2021-09-18,Cases,8001,Croatia,4125700
HR,2021-09-25,Cases,7945,Croatia,4125700
HR,2021-10-02,Cases,8701,Croatia,4125700
HR,2021-10-09,Cases,9195,Croatia,4125700
HR,2021-10-16,Cases,9663,Croatia,4125700
HR,2021-10-23,Cases,16419,Croatia,4125700
HU,2020-01-25,Cases,0,Hungary,9781127
HU,2020-02-01,Cases,0,Hungary,9781127
HU,2020-02-08,Cases,0,Hungary,9781127
HU,2020-02-15,Cases,0,Hungary,9781127
HU,2020-02-22,Cases,0,Hungary,9781127
HU,2020-02-29,Cases,0,Hungary,9781127
HU,2020-03-07,Cases,4,Hungary,9781127
HU,2020-03-14,Cases,26,Hungary,9781127
HU,2020-03-21,Cases,73,Hungary,9781127
HU,2020-03-28,Cases,240,Hungary,9781127
HU,2020-04-04,Cases,335,Hungary,9781127
HU,2020-04-11,Cases,632,Hungary,9781127
HU,2020-04-18,Cases,524,Hungary,9781127
HU,2020-04-25,Cases,609,Hungary,9781127
HU,2020-05-02,Cases,499,Hungary,9781127
HU,2020-05-09,Cases,271,Hungary,9781127
HU,2020-05-16,Cases,260,Hungary,9781127
HU,2020-05-23,Cases,240,Hungary,9781127
HU,2020-05-30,Cases,154,Hungary,9781127
HU,2020-06-06,Cases,123,Hungary,9781127
HU,2020-06-13,Cases,74,Hungary,9781127
HU,2020-06-20,Cases,22,Hungary,9781127
HU,2020-06-27,Cases,52,Hungary,9781127
HU,2020-07-04,Cases,36,Hungary,9781127
HU,2020-07-11,Cases,55,Hungary,9781127
HU,2020-07-18,Cases,86,Hungary,9781127
HU,2020-07-25,Cases,109,Hungary,9781127
HU,2020-08-01,Cases,102,Hungary,9781127
HU,2020-08-08,Cases,127,Hungary,9781127
HU,2020-08-15,Cases,224,Hungary,9781127
HU,2020-08-22,Cases,256,Hungary,9781127
HU,2020-08-29,Cases,536,Hungary,9781127
HU,2020-09-05,Cases,2223,Hungary,9781127
HU,2020-09-12,Cases,3933,Hungary,9781127
HU,2020-09-19,Cases,5095,Hungary,9781127
HU,2020-09-26,Cases,6157,Hungary,9781127
HU,2020-10-03,Cases,6640,Hungary,9781127
HU,2020-10-10,Cases,6879,Hungary,9781127
HU,2020-10-17,Cases,8220,Hungary,9781127
HU,2020-10-24,Cases,11282,Hungary,9781127
HU,2020-10-31,Cases,19223,Hungary,9781127
HU,2020-11-07,Cases,29622,Hungary,9781127
HU,2020-11-14,Cases,31780,Hungary,9781127
HU,2020-11-21,Cases,33575,Hungary,9781127
HU,2020-11-28,Cases,34410,Hungary,9781127
HU,2020-12-05,Cases,38873,Hungary,9781127
HU,2020-12-12,Cases,32666,Hungary,9781127
HU,2020-12-19,Cases,23775,Hungary,9781127
HU,2020-12-26,Cases,15340,Hungary,9781127
HU,2021-01-02,Cases,11326,Hungary,9781127
HU,2021-01-09,Cases,13771,Hungary,9781127
HU,2021-01-16,Cases,10128,Hungary,9781127
HU,2021-01-23,Cases,7730,Hungary,9781127
HU,2021-01-30,Cases,7962,Hungary,9781127
HU,2021-02-06,Cases,8846,Hungary,9781127
HU,2021-02-13,Cases,10630,Hungary,9781127
HU,2021-02-20,Cases,14356,Hungary,9781127
HU,2021-02-27,Cases,24019,Hungary,9781127
HU,2021-03-06,Cases,35686,Hungary,9781127
HU,2021-03-13,Cases,47811,Hungary,9781127
HU,2021-03-20,Cases,53344,Hungary,9781127
HU,2021-03-27,Cases,63808,Hungary,9781127
HU,2021-04-03,Cases,54634,Hungary,9781127
HU,2021-04-10,Cases,34455,Hungary,9781127
HU,2021-04-17,Cases,32934,Hungary,9781127
HU,2021-04-24,Cases,20388,Hungary,9781127
HU,2021-05-01,Cases,14109,Hungary,9781127
HU,2021-05-08,Cases,9265,Hungary,9781127
HU,2021-05-15,Cases,6865,Hungary,9781127
HU,2021-05-22,Cases,4243,Hungary,9781127
HU,2021-05-29,Cases,2360,Hungary,9781127
HU,2021-06-05,Cases,1839,Hungary,9781127
HU,2021-06-12,Cases,919,Hungary,9781127
HU,2021-06-19,Cases,638,Hungary,9781127
HU,2021-06-26,Cases,482,Hungary,9781127
HU,2021-07-03,Cases,287,Hungary,9781127
HU,2021-07-10,Cases,240,Hungary,9781127
HU,2021-07-17,Cases,288,Hungary,9781127
HU,2021-07-24,Cases,376,Hungary,9781127
HU,2021-07-31,Cases,390,Hungary,9781127
HU,2021-08-07,Cases,364,Hungary,9781127
HU,2021-08-14,Cases,461,Hungary,9781127
HU,2021-08-21,Cases,465,Hungary,9781127
HU,2021-08-28,Cases,925,Hungary,9781127
HU,2021-09-04,Cases,1334,Hungary,9781127
HU,2021-09-11,Cases,1692,Hungary,9781127
HU,2021-09-18,Cases,2427,Hungary,9781127
HU,2021-09-25,Cases,2919,Hungary,9781127
HU,2021-10-02,Cases,3306,Hungary,9781127
HU,2021-10-09,Cases,4026,Hungary,9781127
HU,2021-10-16,Cases,5705,Hungary,9781127
HU,2021-10-23,Cases,10710,Hungary,9781127
IE,2020-01-25,Cases,0,Ireland,4813608
IE,2020-02-01,Cases,0,Ireland,4813608
IE,2020-02-08,Cases,0,Ireland,4813608
IE,2020-02-15,Cases,0,Ireland,4813608
IE,2020-02-22,Cases,0,Ireland,4813608
IE,2020-02-29,Cases,1,Ireland,4813608
IE,2020-03-07,Cases,17,Ireland,4813608
IE,2020-03-14,Cases,111,Ireland,4813608
IE,2020-03-21,Cases,656,Ireland,4813608
IE,2020-03-28,Cases,1630,Ireland,4813608
IE,2020-04-04,Cases,2189,Ireland,4813608
IE,2020-04-11,Cases,4324,Ireland,4813608
IE,2020-04-18,Cases,5830,Ireland,4813608
IE,2020-04-25,Cases,3803,Ireland,4813608
IE,2020-05-02,Cases,2615,Ireland,4813608
IE,2020-05-09,Cases,1584,Ireland,4813608
IE,2020-05-16,Cases,1288,Ireland,4813608
IE,2020-05-23,Cases,534,Ireland,4813608
IE,2020-05-30,Cases,347,Ireland,4813608
IE,2020-06-06,Cases,254,Ireland,4813608
IE,2020-06-13,Cases,112,Ireland,4813608
IE,2020-06-20,Cases,79,Ireland,4813608
IE,2020-06-27,Cases,63,Ireland,4813608
IE,2020-07-04,Cases,72,Ireland,4813608
IE,2020-07-11,Cases,102,Ireland,4813608
IE,2020-07-18,Cases,139,Ireland,4813608
IE,2020-07-25,Cases,119,Ireland,4813608
IE,2020-08-01,Cases,240,Ireland,4813608
IE,2020-08-08,Cases,535,Ireland,4813608
IE,2020-08-15,Cases,547,Ireland,4813608
IE,2020-08-22,Cases,717,Ireland,4813608
IE,2020-08-29,Cases,812,Ireland,4813608
IE,2020-09-05,Cases,814,Ireland,4813608
IE,2020-09-12,Cases,1196,Ireland,4813608
IE,2020-09-19,Cases,1808,Ireland,4813608
IE,2020-09-26,Cases,2022,Ireland,4813608
IE,2020-10-03,Cases,3108,Ireland,4813608
IE,2020-10-10,Cases,4046,Ireland,4813608
IE,2020-10-17,Cases,6964,Ireland,4813608
IE,2020-10-24,Cases,7430,Ireland,4813608
IE,2020-10-31,Cases,5348,Ireland,4813608
IE,2020-11-07,Cases,3399,Ireland,4813608
IE,2020-11-14,Cases,2671,Ireland,4813608
IE,2020-11-21,Cases,2617,Ireland,4813608
IE,2020-11-28,Cases,1799,Ireland,4813608
IE,2020-12-05,Cases,2006,Ireland,4813608
IE,2020-12-12,Cases,1808,Ireland,4813608
IE,2020-12-19,Cases,3020,Ireland,4813608
IE,2020-12-26,Cases,6618,Ireland,4813608
IE,2021-01-02,Cases,11532,Ireland,4813608
IE,2021-01-09,Cases,43801,Ireland,4813608
IE,2021-01-16,Cases,29053,Ireland,4813608
IE,2021-01-23,Cases,16404,Ireland,4813608
IE,2021-01-30,Cases,9119,Ireland,4813608
IE,2021-02-06,Cases,7245,Ireland,4813608
IE,2021-02-13,Cases,6248,Ireland,4813608
IE,2021-02-20,Cases,5582,Ireland,4813608
IE,2021-02-27,Cases,4602,Ireland,4813608
IE,2021-03-06,Cases,3719,Ireland,4813608
IE,2021-03-13,Cases,3659,Ireland,4813608
IE,2021-03-20,Cases,3473,Ireland,4813608
IE,2021-03-27,Cases,4106,Ireland,4813608
IE,2021-04-03,Cases,3758,Ireland,4813608
IE,2021-04-10,Cases,2948,Ireland,4813608
IE,2021-04-17,Cases,2595,Ireland,4813608
IE,2021-04-24,Cases,2966,Ireland,4813608
IE,2021-05-01,Cases,3233,Ireland,4813608
IE,2021-05-08,Cases,2866,Ireland,4813608
IE,2021-05-15,Cases,3028,Ireland,4813608
IE,2021-05-22,Cases,3032,Ireland,4813608
IE,2021-05-29,Cases,2943,Ireland,4813608
IE,2021-06-05,Cases,2879,Ireland,4813608
IE,2021-06-12,Cases,2304,Ireland,4813608
IE,2021-06-19,Cases,2155,Ireland,4813608
IE,2021-06-26,Cases,2276,Ireland,4813608
IE,2021-07-03,Cases,2824,Ireland,4813608
IE,2021-07-10,Cases,3572,Ireland,4813608
IE,2021-07-17,Cases,6015,Ireland,4813608
IE,2021-07-24,Cases,8539,Ireland,4813608
IE,2021-07-31,Cases,9106,Ireland,4813608
IE,2021-08-07,Cases,9652,Ireland,4813608
IE,2021-08-14,Cases,12361,Ireland,4813608
IE,2021-08-21,Cases,12440,Ireland,4813608
IE,2021-08-28,Cases,12638,Ireland,4813608
IE,2021-09-04,Cases,7572,Ireland,4813608
IE,2021-09-11,Cases,9674,Ireland,4813608
IE,2021-09-18,Cases,8830,Ireland,4813608
IE,2021-09-25,Cases,9075,Ireland,4813608
IE,2021-10-02,Cases,9357,Ireland,4813608
IE,2021-10-09,Cases,9198,Ireland,4813608
IE,2021-10-16,Cases,11961,Ireland,4813608
IE,2021-10-23,Cases,14418,Ireland,4813608
IS,2020-01-25,Cases,0,Iceland,341284
IS,2020-02-01,Cases,0,Iceland,341284
IS,2020-02-08,Cases,0,Iceland,341284
IS,2020-02-15,Cases,0,Iceland,341284
IS,2020-02-22,Cases,0,Iceland,341284
IS,2020-02-29,Cases,1,Iceland,341284
IS,2020-03-07,Cases,49,Iceland,341284
IS,2020-03-14,Cases,106,Iceland,341284
IS,2020-03-21,Cases,317,Iceland,341284
IS,2020-03-28,Cases,490,Iceland,341284
IS,2020-04-04,Cases,454,Iceland,341284
IS,2020-04-11,Cases,272,Iceland,341284
IS,2020-04-18,Cases,71,Iceland,341284
IS,2020-04-25,Cases,30,Iceland,341284
IS,2020-05-02,Cases,8,Iceland,341284
IS,2020-05-09,Cases,3,Iceland,341284
IS,2020-05-16,Cases,1,Iceland,341284
IS,2020-05-23,Cases,2,Iceland,341284
IS,2020-05-30,Cases,2,Iceland,341284
IS,2020-06-06,Cases,0,Iceland,341284
IS,2020-06-13,Cases,2,Iceland,341284
IS,2020-06-20,Cases,7,Iceland,341284
IS,2020-06-27,Cases,5,Iceland,341284
IS,2020-07-04,Cases,10,Iceland,341284
IS,2020-07-11,Cases,3,Iceland,341284
IS,2020-07-18,Cases,5,Iceland,341284
IS,2020-07-25,Cases,5,Iceland,341284
IS,2020-08-01,Cases,50,Iceland,341284
IS,2020-08-08,Cases,62,Iceland,341284
IS,2020-08-15,Cases,44,Iceland,341284
IS,2020-08-22,Cases,59,Iceland,341284
IS,2020-08-29,Cases,42,Iceland,341284
IS,2020-09-05,Cases,36,Iceland,341284
IS,2020-09-12,Cases,26,Iceland,341284
IS,2020-09-19,Cases,145,Iceland,341284
IS,2020-09-26,Cases,294,Iceland,341284
IS,2020-10-03,Cases,271,Iceland,341284
IS,2020-10-10,Cases,588,Iceland,341284
IS,2020-10-17,Cases,538,Iceland,341284
IS,2020-10-24,Cases,396,Iceland,341284
IS,2020-10-31,Cases,471,Iceland,341284
IS,2020-11-07,Cases,198,Iceland,341284
IS,2020-11-14,Cases,123,Iceland,341284
IS,2020-11-21,Cases,83,Iceland,341284
IS,2020-11-28,Cases,102,Iceland,341284
IS,2020-12-05,Cases,105,Iceland,341284
IS,2020-12-12,Cases,76,Iceland,341284
IS,2020-12-19,Cases,69,Iceland,341284
IS,2020-12-26,Cases,62,Iceland,341284
IS,2021-01-02,Cases,71,Iceland,341284
IS,2021-01-09,Cases,126,Iceland,341284
IS,2021-01-16,Cases,76,Iceland,341284
IS,2021-01-23,Cases,25,Iceland,341284
IS,2021-01-30,Cases,21,Iceland,341284
IS,2021-02-06,Cases,19,Iceland,341284
IS,2021-02-13,Cases,12,Iceland,341284
IS,2021-02-20,Cases,12,Iceland,341284
IS,2021-02-27,Cases,4,Iceland,341284
IS,2021-03-06,Cases,10,Iceland,341284
IS,2021-03-13,Cases,13,Iceland,341284
IS,2021-03-20,Cases,25,Iceland,341284
IS,2021-03-27,Cases,66,Iceland,341284
IS,2021-04-03,Cases,62,Iceland,341284
IS,2021-04-10,Cases,33,Iceland,341284
IS,2021-04-17,Cases,28,Iceland,341284
IS,2021-04-24,Cases,104,Iceland,341284
IS,2021-05-01,Cases,82,Iceland,341284
IS,2021-05-08,Cases,34,Iceland,341284
IS,2021-05-15,Cases,31,Iceland,341284
IS,2021-05-22,Cases,18,Iceland,341284
IS,2021-05-29,Cases,21,Iceland,341284
IS,2021-06-05,Cases,21,Iceland,341284
IS,2021-06-12,Cases,19,Iceland,341284
IS,2021-06-19,Cases,11,Iceland,341284
IS,2021-06-26,Cases,10,Iceland,341284
IS,2021-07-03,Cases,17,Iceland,341284
IS,2021-07-10,Cases,21,Iceland,341284
IS,2021-07-17,Cases,43,Iceland,341284
IS,2021-07-24,Cases,430,Iceland,341284
IS,2021-07-31,Cases,811,Iceland,341284
IS,2021-08-07,Cases,779,Iceland,341284
IS,2021-08-14,Cases,720,Iceland,341284
IS,2021-08-21,Cases,595,Iceland,341284
IS,2021-08-28,Cases,552,Iceland,341284
IS,2021-09-04,Cases,405,Iceland,341284
IS,2021-09-11,Cases,224,Iceland,341284
IS,2021-09-18,Cases,170,Iceland,341284
IS,2021-09-25,Cases,228,Iceland,341284
IS,2021-10-02,Cases,207,Iceland,341284
IS,2021-10-09,Cases,308,Iceland,341284
IS,2021-10-16,Cases,308,Iceland,341284
IS,2021-10-23,Cases,444,Iceland,341284
IT,2020-01-25,Cases,0,Italy,60551416
IT,2020-02-01,Cases,2,Italy,60551416
IT,2020-02-08,Cases,1,Italy,60551416
IT,2020-02-15,Cases,0,Italy,60551416
IT,2020-02-22,Cases,59,Italy,60551416
IT,2020-02-29,Cases,1066,Italy,60551416
IT,2020-03-07,Cases,4755,Italy,60551416
IT,2020-03-14,Cases,15274,Italy,60551416
IT,2020-03-21,Cases,32421,Italy,60551416
IT,2020-03-28,Cases,38894,Italy,60551416
IT,2020-04-04,Cases,32160,Italy,60551416
IT,2020-04-11,Cases,27639,Italy,60551416
IT,2020-04-18,Cases,23654,Italy,60551416
IT,2020-04-25,Cases,19426,Italy,60551416
IT,2020-05-02,Cases,13977,Italy,60551416
IT,2020-05-09,Cases,8940,Italy,60551416
IT,2020-05-16,Cases,6492,Italy,60551416
IT,2020-05-23,Cases,4567,Italy,60551416
IT,2020-05-30,Cases,3337,Italy,60551416
IT,2020-06-06,Cases,2137,Italy,60551416
IT,2020-06-13,Cases,1850,Italy,60551416
IT,2020-06-20,Cases,1624,Italy,60551416
IT,2020-06-27,Cases,1861,Italy,60551416
IT,2020-07-04,Cases,1283,Italy,60551416
IT,2020-07-11,Cases,1408,Italy,60551416
IT,2020-07-18,Cases,1389,Italy,60551416
IT,2020-07-25,Cases,1648,Italy,60551416
IT,2020-08-01,Cases,1968,Italy,60551416
IT,2020-08-08,Cases,2271,Italy,60551416
IT,2020-08-15,Cases,3335,Italy,60551416
IT,2020-08-22,Cases,4698,Italy,60551416
IT,2020-08-29,Cases,8717,Italy,60551416
IT,2020-09-05,Cases,9485,Italy,60551416
IT,2020-09-12,Cases,9959,Italy,60551416
IT,2020-09-19,Cases,10272,Italy,60551416
IT,2020-09-26,Cases,11535,Italy,60551416
IT,2020-10-03,Cases,14647,Italy,60551416
IT,2020-10-10,Cases,26743,Italy,60551416
IT,2020-10-17,Cases,53042,Italy,60551416
IT,2020-10-24,Cases,101973,Italy,60551416
IT,2020-10-31,Cases,174921,Italy,60551416
IT,2020-11-07,Cases,223060,Italy,60551416
IT,2020-11-14,Cases,242062,Italy,60551416
IT,2020-11-21,Cases,235979,Italy,60551416
IT,2020-11-28,Cases,184001,Italy,60551416
IT,2020-12-05,Cases,145459,Italy,60551416
IT,2020-12-12,Cases,115784,Italy,60551416
IT,2020-12-19,Cases,112308,Italy,60551416
IT,2020-12-26,Cases,100676,Italy,60551416
IT,2021-01-02,Cases,102442,Italy,60551416
IT,2021-01-09,Cases,116665,Italy,60551416
IT,2021-01-16,Cases,110867,Italy,60551416
IT,2021-01-23,Cases,86452,Italy,60551416
IT,2021-01-30,Cases,86598,Italy,60551416
IT,2021-02-06,Cases,83315,Italy,60551416
IT,2021-02-13,Cases,85721,Italy,60551416
IT,2021-02-20,Cases,84977,Italy,60551416
IT,2021-02-27,Cases,112029,Italy,60551416
IT,2021-03-06,Cases,138937,Italy,60551416
IT,2021-03-13,Cases,155076,Italy,60551416
IT,2021-03-20,Cases,154493,Italy,60551416
IT,2021-03-27,Cases,156122,Italy,60551416
IT,2021-04-03,Cases,137794,Italy,60551416
IT,2021-04-10,Cases,103830,Italy,60551416
IT,2021-04-17,Cases,103366,Italy,60551416
IT,2021-04-24,Cases,92074,Italy,60551416
IT,2021-05-01,Cases,86100,Italy,60551416
IT,2021-05-08,Cases,67304,Italy,60551416
IT,2021-05-15,Cases,50453,Italy,60551416
IT,2021-05-22,Cases,34816,Italy,60551416
IT,2021-05-29,Cases,24865,Italy,60551416
IT,2021-06-05,Cases,17098,Italy,60551416
IT,2021-06-12,Cases,13329,Italy,60551416
IT,2021-06-19,Cases,8613,Italy,60551416
IT,2021-06-26,Cases,5194,Italy,60551416
IT,2021-07-03,Cases,5222,Italy,60551416
IT,2021-07-10,Cases,7374,Italy,60551416
IT,2021-07-17,Cases,14447,Italy,60551416
IT,2021-07-24,Cases,28341,Italy,60551416
IT,2021-07-31,Cases,37355,Italy,60551416
IT,2021-08-07,Cases,40656,Italy,60551416
IT,2021-08-14,Cases,44324,Italy,60551416
IT,2021-08-21,Cases,43683,Italy,60551416
IT,2021-08-28,Cases,45601,Italy,60551416
IT,2021-09-04,Cases,41834,Italy,60551416
IT,2021-09-11,Cases,35623,Italy,60551416
IT,2021-09-18,Cases,30526,Italy,60551416
IT,2021-09-25,Cases,24940,Italy,60551416
IT,2021-10-02,Cases,21852,Italy,60551416
IT,2021-10-09,Cases,18971,Italy,60551416
IT,2021-10-16,Cases,17426,Italy,60551416
IT,2021-10-23,Cases,21998,Italy,60551416
LI,2020-01-25,Cases,0,Liechtenstein,37922
LI,2020-02-01,Cases,0,Liechtenstein,37922
LI,2020-02-08,Cases,0,Liechtenstein,37922
LI,2020-02-15,Cases,0,Liechtenstein,37922
LI,2020-02-22,Cases,0,Liechtenstein,37922
LI,2020-02-29,Cases,0,Liechtenstein,37922
LI,2020-03-07,Cases,1,Liechtenstein,37922
LI,2020-03-14,Cases,6,Liechtenstein,37922
LI,2020-03-21,Cases,37,Liechtenstein,37922
LI,2020-03-28,Cases,18,Liechtenstein,37922
LI,2020-04-04,Cases,16,Liechtenstein,37922
LI,2020-04-11,Cases,2,Liechtenstein,37922
LI,2020-04-18,Cases,2,Liechtenstein,37922
LI,2020-04-25,Cases,1,Liechtenstein,37922
LI,2020-05-02,Cases,0,Liechtenstein,37922
LI,2020-05-09,Cases,0,Liechtenstein,37922
LI,2020-05-16,Cases,0,Liechtenstein,37922
LI,2020-05-23,Cases,0,Liechtenstein,37922
LI,2020-05-30,Cases,0,Liechtenstein,37922
LI,2020-06-06,Cases,0,Liechtenstein,37922
LI,2020-06-13,Cases,0,Liechtenstein,37922
LI,2020-06-20,Cases,0,Liechtenstein,37922
LI,2020-06-27,Cases,0,Liechtenstein,37922
LI,2020-07-04,Cases,1,Liechtenstein,37922
LI,2020-07-11,Cases,1,Liechtenstein,37922
LI,2020-07-18,Cases,2,Liechtenstein,37922
LI,2020-07-25,Cases,0,Liechtenstein,37922
LI,2020-08-01,Cases,2,Liechtenstein,37922
LI,2020-08-08,Cases,0,Liechtenstein,37922
LI,2020-08-15,Cases,5,Liechtenstein,37922
LI,2020-08-22,Cases,6,Liechtenstein,37922
LI,2020-08-29,Cases,7,Liechtenstein,37922
LI,2020-09-05,Cases,1,Liechtenstein,37922
LI,2020-09-12,Cases,3,Liechtenstein,37922
LI,2020-09-19,Cases,2,Liechtenstein,37922
LI,2020-09-26,Cases,6,Liechtenstein,37922
LI,2020-10-03,Cases,6,Liechtenstein,37922
LI,2020-10-10,Cases,20,Liechtenstein,37922
LI,2020-10-17,Cases,75,Liechtenstein,37922
LI,2020-10-24,Cases,155,Liechtenstein,37922
LI,2020-10-31,Cases,201,Liechtenstein,37922
LI,2020-11-07,Cases,227,Liechtenstein,37922
LI,2020-11-14,Cases,190,Liechtenstein,37922
LI,2020-11-21,Cases,144,Liechtenstein,37922
LI,2020-11-28,Cases,148,Liechtenstein,37922
LI,2020-12-05,Cases,133,Liechtenstein,37922
LI,2020-12-12,Cases,130,Liechtenstein,37922
LI,2020-12-19,Cases,249,Liechtenstein,37922
LI,2020-12-26,Cases,266,Liechtenstein,37922
LI,2021-01-02,Cases,196,Liechtenstein,37922
LI,2021-01-09,Cases,136,Liechtenstein,37922
LI,2021-01-16,Cases,51,Liechtenstein,37922
LI,2021-01-23,Cases,60,Liechtenstein,37922
LI,2021-01-30,Cases,57,Liechtenstein,37922
LI,2021-02-06,Cases,28,Liechtenstein,37922
LI,2021-02-13,Cases,21,Liechtenstein,37922
LI,2021-02-20,Cases,7,Liechtenstein,37922
LI,2021-02-27,Cases,24,Liechtenstein,37922
LI,2021-03-06,Cases,23,Liechtenstein,37922
LI,2021-03-13,Cases,16,Liechtenstein,37922
LI,2021-03-20,Cases,24,Liechtenstein,37922
LI,2021-03-27,Cases,24,Liechtenstein,37922
LI,2021-04-03,Cases,36,Liechtenstein,37922
LI,2021-04-10,Cases,63,Liechtenstein,37922
LI,2021-04-17,Cases,68,Liechtenstein,37922
LI,2021-04-24,Cases,65,Liechtenstein,37922
LI,2021-05-01,Cases,66,Liechtenstein,37922
LI,2021-05-08,Cases,29,Liechtenstein,37922
LI,2021-05-15,Cases,17,Liechtenstein,37922
LI,2021-05-22,Cases,14,Liechtenstein,37922
LI,2021-05-29,Cases,11,Liechtenstein,37922
LI,2021-06-05,Cases,13,Liechtenstein,37922
LI,2021-06-12,Cases,6,Liechtenstein,37922
LI,2021-06-19,Cases,3,Liechtenstein,37922
LI,2021-06-26,Cases,4,Liechtenstein,37922
LI,2021-07-03,Cases,13,Liechtenstein,37922
LI,2021-07-10,Cases,11,Liechtenstein,37922
LI,2021-07-17,Cases,12,Liechtenstein,37922
LI,2021-07-24,Cases,15,Liechtenstein,37922
LI,2021-07-31,Cases,11,Liechtenstein,37922
LI,2021-08-07,Cases,16,Liechtenstein,37922
LI,2021-08-14,Cases,59,Liechtenstein,37922
LI,2021-08-21,Cases,73,Liechtenstein,37922
LI,2021-08-28,Cases,41,Liechtenstein,37922
LI,2021-09-04,Cases,58,Liechtenstein,37922
LI,2021-09-11,Cases,59,Liechtenstein,37922
LI,2021-09-18,Cases,28,Liechtenstein,37922
LI,2021-09-25,Cases,28,Liechtenstein,37922
LI,2021-10-02,Cases,9,Liechtenstein,37922
LI,2021-10-09,Cases,9,Liechtenstein,37922
LI,2021-10-16,Cases,17,Liechtenstein,37922
LI,2021-10-23,Cases,39,Liechtenstein,37922
LT,2020-01-25,Cases,0,Lithuania,2827721
LT,2020-02-01,Cases,0,Lithuania,2827721
LT,2020-02-08,Cases,0,Lithuania,2827721
LT,2020-02-15,Cases,0,Lithuania,2827721
LT,2020-02-22,Cases,0,Lithuania,2827721
LT,2020-02-29,Cases,1,Lithuania,2827721
LT,2020-03-07,Cases,0,Lithuania,2827721
LT,2020-03-14,Cases,5,Lithuania,2827721
LT,2020-03-21,Cases,63,Lithuania,2827721
LT,2020-03-28,Cases,270,Lithuania,2827721
LT,2020-04-04,Cases,344,Lithuania,2827721
LT,2020-04-11,Cases,243,Lithuania,2827721
LT,2020-04-18,Cases,165,Lithuania,2827721
LT,2020-04-25,Cases,210,Lithuania,2827721
LT,2020-05-02,Cases,93,Lithuania,2827721
LT,2020-05-09,Cases,65,Lithuania,2827721
LT,2020-05-16,Cases,77,Lithuania,2827721
LT,2020-05-23,Cases,76,Lithuania,2827721
LT,2020-05-30,Cases,50,Lithuania,2827721
LT,2020-06-06,Cases,38,Lithuania,2827721
LT,2020-06-13,Cases,58,Lithuania,2827721
LT,2020-06-20,Cases,32,Lithuania,2827721
LT,2020-06-27,Cases,18,Lithuania,2827721
LT,2020-07-04,Cases,18,Lithuania,2827721
LT,2020-07-11,Cases,34,Lithuania,2827721
LT,2020-07-18,Cases,50,Lithuania,2827721
LT,2020-07-25,Cases,86,Lithuania,2827721
LT,2020-08-01,Cases,91,Lithuania,2827721
LT,2020-08-08,Cases,138,Lithuania,2827721
LT,2020-08-15,Cases,154,Lithuania,2827721
LT,2020-08-22,Cases,209,Lithuania,2827721
LT,2020-08-29,Cases,245,Lithuania,2827721
LT,2020-09-05,Cases,201,Lithuania,2827721
LT,2020-09-12,Cases,257,Lithuania,2827721
LT,2020-09-19,Cases,368,Lithuania,2827721
LT,2020-09-26,Cases,631,Lithuania,2827721
LT,2020-10-03,Cases,785,Lithuania,2827721
LT,2020-10-10,Cases,878,Lithuania,2827721
LT,2020-10-17,Cases,1305,Lithuania,2827721
LT,2020-10-24,Cases,2328,Lithuania,2827721
LT,2020-10-31,Cases,5229,Lithuania,2827721
LT,2020-11-07,Cases,7845,Lithuania,2827721
LT,2020-11-14,Cases,10691,Lithuania,2827721
LT,2020-11-21,Cases,11348,Lithuania,2827721
LT,2020-11-28,Cases,13512,Lithuania,2827721
LT,2020-12-05,Cases,14252,Lithuania,2827721
LT,2020-12-12,Cases,17949,Lithuania,2827721
LT,2020-12-19,Cases,19577,Lithuania,2827721
LT,2020-12-26,Cases,19925,Lithuania,2827721
LT,2021-01-02,Cases,17023,Lithuania,2827721
LT,2021-01-09,Cases,13301,Lithuania,2827721
LT,2021-01-16,Cases,8956,Lithuania,2827721
LT,2021-01-23,Cases,6735,Lithuania,2827721
LT,2021-01-30,Cases,5811,Lithuania,2827721
LT,2021-02-06,Cases,4538,Lithuania,2827721
LT,2021-02-13,Cases,3963,Lithuania,2827721
LT,2021-02-20,Cases,3321,Lithuania,2827721
LT,2021-02-27,Cases,3781,Lithuania,2827721
LT,2021-03-06,Cases,4456,Lithuania,2827721
LT,2021-03-13,Cases,3155,Lithuania,2827721
LT,2021-03-20,Cases,3696,Lithuania,2827721
LT,2021-03-27,Cases,4797,Lithuania,2827721
LT,2021-04-03,Cases,5431,Lithuania,2827721
LT,2021-04-10,Cases,6430,Lithuania,2827721
LT,2021-04-17,Cases,7521,Lithuania,2827721
LT,2021-04-24,Cases,7693,Lithuania,2827721
LT,2021-05-01,Cases,8133,Lithuania,2827721
LT,2021-05-08,Cases,8251,Lithuania,2827721
LT,2021-05-15,Cases,7818,Lithuania,2827721
LT,2021-05-22,Cases,5652,Lithuania,2827721
LT,2021-05-29,Cases,3490,Lithuania,2827721
LT,2021-06-05,Cases,2390,Lithuania,2827721
LT,2021-06-12,Cases,1367,Lithuania,2827721
