location,target_end_date,target_type,true_value,location_name,population
SI,2020-06-06,Cases,11,Slovenia,2066748
SI,2020-06-13,Cases,8,Slovenia,2066748
SI,2020-06-20,Cases,27,Slovenia,2066748
SI,2020-06-27,Cases,53,Slovenia,2066748
SI,2020-07-04,Cases,107,Slovenia,2066748
SI,2020-07-11,Cases,148,Slovenia,2066748
SI,2020-07-18,Cases,113,Slovenia,2066748
SI,2020-07-25,Cases,126,Slovenia,2066748
SI,2020-08-01,Cases,105,Slovenia,2066748
SI,2020-08-08,Cases,76,Slovenia,2066748
SI,2020-08-15,Cases,154,Slovenia,2066748
SI,2020-08-22,Cases,216,Slovenia,2066748
SI,2020-08-29,Cases,217,Slovenia,2066748
SI,2020-09-05,Cases,288,Slovenia,2066748
SI,2020-09-12,Cases,481,Slovenia,2066748
SI,2020-09-19,Cases,706,Slovenia,2066748
SI,2020-09-26,Cases,882,Slovenia,2066748
SI,2020-10-03,Cases,1139,Slovenia,2066748
SI,2020-10-10,Cases,1922,Slovenia,2066748
SI,2020-10-17,Cases,4164,Slovenia,2066748
SI,2020-10-24,Cases,8858,Slovenia,2066748
SI,2020-10-31,Cases,13033,Slovenia,2066748
SI,2020-11-07,Cases,9963,Slovenia,2066748
SI,2020-11-14,Cases,9852,Slovenia,2066748
SI,2020-11-21,Cases,10162,Slovenia,2066748
SI,2020-11-28,Cases,9973,Slovenia,2066748
SI,2020-12-05,Cases,10518,Slovenia,2066748
SI,2020-12-12,Cases,10706,Slovenia,2066748
SI,2020-12-19,Cases,9532,Slovenia,2066748
SI,2020-12-26,Cases,9171,Slovenia,2066748
SI,2021-01-02,Cases,10159,Slovenia,2066748
SI,2021-01-09,Cases,14175,Slovenia,2066748
SI,2021-01-16,Cases,10038,Slovenia,2066748
SI,2021-01-23,Cases,8737,Slovenia,2066748
SI,2021-01-30,Cases,8594,Slovenia,2066748
SI,2021-02-06,Cases,7314,Slovenia,2066748
SI,2021-02-13,Cases,5947,Slovenia,2066748
SI,2021-02-20,Cases,5204,Slovenia,2066748
SI,2021-02-27,Cases,5275,Slovenia,2066748
SI,2021-03-06,Cases,5459,Slovenia,2066748
SI,2021-03-13,Cases,4768,Slovenia,2066748
SI,2021-03-20,Cases,5655,Slovenia,2066748
SI,2021-03-27,Cases,6531,Slovenia,2066748
SI,2021-04-03,Cases,7380,Slovenia,2066748
SI,2021-04-10,Cases,6530,Slovenia,2066748
SI,2021-04-17,Cases,5643,Slovenia,2066748
SI,2021-04-24,Cases,5020,Slovenia,2066748
SI,2021-05-01,Cases,4696,Slovenia,2066748
SI,2021-05-08,Cases,4484,Slovenia,2066748
SI,2021-05-15,Cases,3221,Slovenia,2066748
SI,2021-05-22,Cases,2517,Slovenia,2066748
SI,2021-05-29,Cases,1962,Slovenia,2066748
SI,2021-06-05,Cases,1725,Slovenia,2066748
SI,2021-06-12,Cases,1134,Slovenia,2066748
SI,2021-06-19,Cases,604,Slovenia,2066748
SI,2021-06-26,Cases,265,Slovenia,2066748
SI,2021-07-03,Cases,192,Slovenia,2066748
SI,2021-07-10,Cases,425,Slovenia,2066748
SI,2021-07-17,Cases,331,Slovenia,2066748
SI,2021-07-24,Cases,450,Slovenia,2066748
SI,2021-07-31,Cases,596,Slovenia,2066748
SI,2021-08-07,Cases,826,Slovenia,2066748
SI,2021-08-14,Cases,1292,Slovenia,2066748
SI,2021-08-21,Cases,1970,Slovenia,2066748
SI,2021-08-28,Cases,2938,Slovenia,2066748
SI,2021-09-04,Cases,3749,Slovenia,2066748
SI,2021-09-11,Cases,5625,Slovenia,2066748
SI,2021-09-18,Cases,7320,Slovenia,2066748
SI,2021-09-25,Cases,6290,Slovenia,2066748
SI,2021-10-02,Cases,6103,Slovenia,2066748
SI,2021-10-09,Cases,5641,Slovenia,2066748
SI,2021-10-16,Cases,6534,Slovenia,2066748
SI,2021-10-23,Cases,10909,Slovenia,2066748
SK,2020-01-25,Cases,0,Slovakia,5439892
SK,2020-02-01,Cases,0,Slovakia,5439892
SK,2020-02-08,Cases,0,Slovakia,5439892
SK,2020-02-15,Cases,0,Slovakia,5439892
SK,2020-02-22,Cases,0,Slovakia,5439892
SK,2020-02-29,Cases,0,Slovakia,5439892
SK,2020-03-07,Cases,1,Slovakia,5439892
SK,2020-03-14,Cases,43,Slovakia,5439892
SK,2020-03-21,Cases,134,Slovakia,5439892
SK,2020-03-28,Cases,114,Slovakia,5439892
SK,2020-04-04,Cases,179,Slovakia,5439892
SK,2020-04-11,Cases,257,Slovakia,5439892
SK,2020-04-18,Cases,361,Slovakia,5439892
SK,2020-04-25,Cases,284,Slovakia,5439892
SK,2020-05-02,Cases,34,Slovakia,5439892
SK,2020-05-09,Cases,48,Slovakia,5439892
SK,2020-05-16,Cases,38,Slovakia,5439892
SK,2020-05-23,Cases,11,Slovakia,5439892
SK,2020-05-30,Cases,17,Slovakia,5439892
SK,2020-06-06,Cases,7,Slovakia,5439892
SK,2020-06-13,Cases,17,Slovakia,5439892
SK,2020-06-20,Cases,41,Slovakia,5439892
SK,2020-06-27,Cases,71,Slovakia,5439892
SK,2020-07-04,Cases,92,Slovakia,5439892
SK,2020-07-11,Cases,144,Slovakia,5439892
SK,2020-07-18,Cases,83,Slovakia,5439892
SK,2020-07-25,Cases,165,Slovakia,5439892
SK,2020-08-01,Cases,196,Slovakia,5439892
SK,2020-08-08,Cases,229,Slovakia,5439892
SK,2020-08-15,Cases,289,Slovakia,5439892
SK,2020-08-22,Cases,461,Slovakia,5439892
SK,2020-08-29,Cases,526,Slovakia,5439892
SK,2020-09-05,Cases,684,Slovakia,5439892
SK,2020-09-12,Cases,927,Slovakia,5439892
SK,2020-09-19,Cases,1093,Slovakia,5439892
SK,2020-09-26,Cases,2054,Slovakia,5439892
SK,2020-10-03,Cases,3721,Slovakia,5439892
SK,2020-10-10,Cases,6476,Slovakia,5439892
SK,2020-10-17,Cases,9471,Slovakia,5439892
SK,2020-10-24,Cases,12533,Slovakia,5439892
SK,2020-10-31,Cases,16863,Slovakia,5439892
SK,2020-11-07,Cases,16003,Slovakia,5439892
SK,2020-11-14,Cases,11900,Slovakia,5439892
SK,2020-11-21,Cases,9690,Slovakia,5439892
SK,2020-11-28,Cases,9375,Slovakia,5439892
SK,2020-12-05,Cases,10830,Slovakia,5439892
SK,2020-12-12,Cases,15332,Slovakia,5439892
SK,2020-12-19,Cases,18481,Slovakia,5439892
SK,2020-12-26,Cases,17374,Slovakia,5439892
SK,2021-01-02,Cases,19595,Slovakia,5439892
SK,2021-01-09,Cases,18992,Slovakia,5439892
SK,2021-01-16,Cases,17516,Slovakia,5439892
SK,2021-01-23,Cases,11819,Slovakia,5439892
SK,2021-01-30,Cases,13619,Slovakia,5439892
SK,2021-02-06,Cases,13584,Slovakia,5439892
SK,2021-02-13,Cases,14460,Slovakia,5439892
SK,2021-02-20,Cases,14223,Slovakia,5439892
SK,2021-02-27,Cases,15811,Slovakia,5439892
SK,2021-03-06,Cases,15836,Slovakia,5439892
SK,2021-03-13,Cases,14131,Slovakia,5439892
SK,2021-03-20,Cases,11709,Slovakia,5439892
SK,2021-03-27,Cases,9041,Slovakia,5439892
SK,2021-04-03,Cases,7637,Slovakia,5439892
SK,2021-04-10,Cases,5851,Slovakia,5439892
SK,2021-04-17,Cases,4863,Slovakia,5439892
SK,2021-04-24,Cases,4140,Slovakia,5439892
SK,2021-05-01,Cases,3244,Slovakia,5439892
SK,2021-05-08,Cases,2675,Slovakia,5439892
SK,2021-05-15,Cases,2025,Slovakia,5439892
SK,2021-05-22,Cases,1299,Slovakia,5439892
SK,2021-05-29,Cases,721,Slovakia,5439892
SK,2021-06-05,Cases,900,Slovakia,5439892
SK,2021-06-12,Cases,644,Slovakia,5439892
SK,2021-06-19,Cases,264,Slovakia,5439892
SK,2021-06-26,Cases,283,Slovakia,5439892
SK,2021-07-03,Cases,165,Slovakia,5439892
SK,2021-07-10,Cases,197,Slovakia,5439892
SK,2021-07-17,Cases,141,Slovakia,5439892
SK,2021-07-24,Cases,225,Slovakia,5439892
SK,2021-07-31,Cases,388,Slovakia,5439892
SK,2021-08-07,Cases,360,Slovakia,5439892
SK,2021-08-14,Cases,448,Slovakia,5439892
SK,2021-08-21,Cases,522,Slovakia,5439892
SK,2021-08-28,Cases,680,Slovakia,5439892
SK,2021-09-04,Cases,1204,Slovakia,5439892
SK,2021-09-11,Cases,2417,Slovakia,5439892
SK,2021-09-18,Cases,3788,Slovakia,5439892
SK,2021-09-25,Cases,5733,Slovakia,5439892
SK,2021-10-02,Cases,5924,Slovakia,5439892
SK,2021-10-09,Cases,10684,Slovakia,5439892
SK,2021-10-16,Cases,9302,Slovakia,5439892
SK,2021-10-23,Cases,19522,Slovakia,5439892
AT,2020-01-25,Deaths,0,Austria,8809212
AT,2020-02-01,Deaths,0,Austria,8809212
AT,2020-02-08,Deaths,0,Austria,8809212
AT,2020-02-15,Deaths,0,Austria,8809212
AT,2020-02-22,Deaths,0,Austria,8809212
AT,2020-02-29,Deaths,0,Austria,8809212
AT,2020-03-07,Deaths,0,Austria,8809212
AT,2020-03-14,Deaths,1,Austria,8809212
AT,2020-03-21,Deaths,7,Austria,8809212
AT,2020-03-28,Deaths,60,Austria,8809212
AT,2020-04-04,Deaths,118,Austria,8809212
AT,2020-04-11,Deaths,151,Austria,8809212
AT,2020-04-18,Deaths,106,Austria,8809212
AT,2020-04-25,Deaths,93,Austria,8809212
AT,2020-05-02,Deaths,60,Austria,8809212
AT,2020-05-09,Deaths,19,Austria,8809212
AT,2020-05-16,Deaths,14,Austria,8809212
AT,2020-05-23,Deaths,10,Austria,8809212
AT,2020-05-30,Deaths,29,Austria,8809212
AT,2020-06-06,Deaths,4,Austria,8809212
AT,2020-06-13,Deaths,5,Austria,8809212
AT,2020-06-20,Deaths,11,Austria,8809212
AT,2020-06-27,Deaths,12,Austria,8809212
AT,2020-07-04,Deaths,5,Austria,8809212
AT,2020-07-11,Deaths,1,Austria,8809212
AT,2020-07-18,Deaths,5,Austria,8809212
AT,2020-07-25,Deaths,1,Austria,8809212
AT,2020-08-01,Deaths,6,Austria,8809212
AT,2020-08-08,Deaths,3,Austria,8809212
AT,2020-08-15,Deaths,7,Austria,8809212
AT,2020-08-22,Deaths,4,Austria,8809212
AT,2020-08-29,Deaths,1,Austria,8809212
AT,2020-09-05,Deaths,2,Austria,8809212
AT,2020-09-12,Deaths,19,Austria,8809212
AT,2020-09-19,Deaths,11,Austria,8809212
AT,2020-09-26,Deaths,22,Austria,8809212
AT,2020-10-03,Deaths,22,Austria,8809212
AT,2020-10-10,Deaths,43,Austria,8809212
AT,2020-10-17,Deaths,37,Austria,8809212
AT,2020-10-24,Deaths,76,Austria,8809212
AT,2020-10-31,Deaths,144,Austria,8809212
AT,2020-11-07,Deaths,268,Austria,8809212
AT,2020-11-14,Deaths,369,Austria,8809212
AT,2020-11-21,Deaths,582,Austria,8809212
AT,2020-11-28,Deaths,690,Austria,8809212
AT,2020-12-05,Deaths,739,Austria,8809212
AT,2020-12-12,Deaths,658,Austria,8809212
AT,2020-12-19,Deaths,794,Austria,8809212
AT,2020-12-26,Deaths,634,Austria,8809212
AT,2021-01-02,Deaths,432,Austria,8809212
AT,2021-01-09,Deaths,412,Austria,8809212
AT,2021-01-16,Deaths,366,Austria,8809212
AT,2021-01-23,Deaths,336,Austria,8809212
AT,2021-01-30,Deaths,314,Austria,8809212
AT,2021-02-06,Deaths,291,Austria,8809212
AT,2021-02-13,Deaths,201,Austria,8809212
AT,2021-02-20,Deaths,173,Austria,8809212
AT,2021-02-27,Deaths,170,Austria,8809212
AT,2021-03-06,Deaths,156,Austria,8809212
AT,2021-03-13,Deaths,162,Austria,8809212
AT,2021-03-20,Deaths,196,Austria,8809212
AT,2021-03-27,Deaths,179,Austria,8809212
AT,2021-04-03,Deaths,203,Austria,8809212
AT,2021-04-10,Deaths,228,Austria,8809212
AT,2021-04-17,Deaths,208,Austria,8809212
AT,2021-04-24,Deaths,200,Austria,8809212
AT,2021-05-01,Deaths,163,Austria,8809212
AT,2021-05-08,Deaths,141,Austria,8809212
AT,2021-05-15,Deaths,96,Austria,8809212
AT,2021-05-22,Deaths,71,Austria,8809212
AT,2021-05-29,Deaths,51,Austria,8809212
AT,2021-06-05,Deaths,44,Austria,8809212
AT,2021-06-12,Deaths,16,Austria,8809212
AT,2021-06-19,Deaths,27,Austria,8809212
AT,2021-06-26,Deaths,20,Austria,8809212
AT,2021-07-03,Deaths,10,Austria,8809212
AT,2021-07-10,Deaths,14,Austria,8809212
AT,2021-07-17,Deaths,5,Austria,8809212
AT,2021-07-24,Deaths,3,Austria,8809212
AT,2021-07-31,Deaths,6,Austria,8809212
AT,2021-08-07,Deaths,13,Austria,8809212
AT,2021-08-14,Deaths,4,Austria,8809212
AT,2021-08-21,Deaths,7,Austria,8809212
AT,2021-08-28,Deaths,16,Austria,8809212
AT,2021-09-04,Deaths,13,Austria,8809212
AT,2021-09-11,Deaths,47,Austria,8809212
AT,2021-09-18,Deaths,52,Austria,8809212
AT,2021-09-25,Deaths,72,Austria,8809212
AT,2021-10-02,Deaths,60,Austria,8809212
AT,2021-10-09,Deaths,69,Austria,8809212
AT,2021-10-16,Deaths,71,Austria,8809212
AT,2021-10-23,Deaths,84,Austria,8809212
BE,2020-01-25,Deaths,0,Belgium,11372068
BE,2020-02-01,Deaths,0,Belgium,11372068
BE,2020-02-08,Deaths,0,Belgium,11372068
BE,2020-02-15,Deaths,0,Belgium,11372068
BE,2020-02-22,Deaths,0,Belgium,11372068
BE,2020-02-29,Deaths,0,Belgium,11372068
BE,2020-03-07,Deaths,0,Belgium,11372068
BE,2020-03-14,Deaths,4,Belgium,11372068
BE,2020-03-21,Deaths,63,Belgium,11372068
BE,2020-03-28,Deaths,286,Belgium,11372068
BE,2020-04-04,Deaths,930,Belgium,11372068
BE,2020-04-11,Deaths,2063,Belgium,11372068
BE,2020-04-18,Deaths,2107,Belgium,11372068
BE,2020-04-25,Deaths,1464,Belgium,11372068
BE,2020-05-02,Deaths,848,Belgium,11372068
BE,2020-05-09,Deaths,816,Belgium,11372068
BE,2020-05-16,Deaths,424,Belgium,11372068
BE,2020-05-23,Deaths,232,Belgium,11372068
BE,2020-05-30,Deaths,216,Belgium,11372068
BE,2020-06-06,Deaths,127,Belgium,11372068
BE,2020-06-13,Deaths,70,Belgium,11372068
BE,2020-06-20,Deaths,46,Belgium,11372068
BE,2020-06-27,Deaths,36,Belgium,11372068
BE,2020-07-04,Deaths,39,Belgium,11372068
BE,2020-07-11,Deaths,11,Belgium,11372068
BE,2020-07-18,Deaths,18,Belgium,11372068
BE,2020-07-25,Deaths,21,Belgium,11372068
BE,2020-08-01,Deaths,24,Belgium,11372068
BE,2020-08-08,Deaths,25,Belgium,11372068
BE,2020-08-15,Deaths,65,Belgium,11372068
BE,2020-08-22,Deaths,53,Belgium,11372068
BE,2020-08-29,Deaths,-97,Belgium,11372068
BE,2020-09-05,Deaths,15,Belgium,11372068
BE,2020-09-12,Deaths,17,Belgium,11372068
BE,2020-09-19,Deaths,21,Belgium,11372068
BE,2020-09-26,Deaths,30,Belgium,11372068
BE,2020-10-03,Deaths,70,Belgium,11372068
BE,2020-10-10,Deaths,131,Belgium,11372068
BE,2020-10-17,Deaths,217,Belgium,11372068
BE,2020-10-24,Deaths,345,Belgium,11372068
BE,2020-10-31,Deaths,888,Belgium,11372068
BE,2020-11-07,Deaths,1282,Belgium,11372068
BE,2020-11-14,Deaths,1396,Belgium,11372068
BE,2020-11-21,Deaths,1219,Belgium,11372068
BE,2020-11-28,Deaths,939,Belgium,11372068
BE,2020-12-05,Deaths,793,Belgium,11372068
BE,2020-12-12,Deaths,538,Belgium,11372068
BE,2020-12-19,Deaths,753,Belgium,11372068
BE,2020-12-26,Deaths,613,Belgium,11372068
BE,2021-01-02,Deaths,486,Belgium,11372068
BE,2021-01-09,Deaths,394,Belgium,11372068
BE,2021-01-16,Deaths,358,Belgium,11372068
BE,2021-01-23,Deaths,330,Belgium,11372068
BE,2021-01-30,Deaths,340,Belgium,11372068
BE,2021-02-06,Deaths,286,Belgium,11372068
BE,2021-02-13,Deaths,282,Belgium,11372068
BE,2021-02-20,Deaths,253,Belgium,11372068
BE,2021-02-27,Deaths,165,Belgium,11372068
BE,2021-03-06,Deaths,188,Belgium,11372068
BE,2021-03-13,Deaths,181,Belgium,11372068
BE,2021-03-20,Deaths,229,Belgium,11372068
BE,2021-03-27,Deaths,220,Belgium,11372068
BE,2021-04-03,Deaths,260,Belgium,11372068
BE,2021-04-10,Deaths,298,Belgium,11372068
BE,2021-04-17,Deaths,290,Belgium,11372068
BE,2021-04-24,Deaths,272,Belgium,11372068
BE,2021-05-01,Deaths,268,Belgium,11372068
BE,2021-05-08,Deaths,253,Belgium,11372068
BE,2021-05-15,Deaths,175,Belgium,11372068
BE,2021-05-22,Deaths,137,Belgium,11372068
BE,2021-05-29,Deaths,98,Belgium,11372068
BE,2021-06-05,Deaths,98,Belgium,11372068
BE,2021-06-12,Deaths,62,Belgium,11372068
BE,2021-06-19,Deaths,51,Belgium,11372068
BE,2021-06-26,Deaths,28,Belgium,11372068
BE,2021-07-03,Deaths,25,Belgium,11372068
BE,2021-07-10,Deaths,13,Belgium,11372068
BE,2021-07-17,Deaths,11,Belgium,11372068
BE,2021-07-24,Deaths,11,Belgium,11372068
BE,2021-07-31,Deaths,21,Belgium,11372068
BE,2021-08-07,Deaths,27,Belgium,11372068
BE,2021-08-14,Deaths,19,Belgium,11372068
BE,2021-08-21,Deaths,33,Belgium,11372068
BE,2021-08-28,Deaths,40,Belgium,11372068
BE,2021-09-04,Deaths,37,Belgium,11372068
BE,2021-09-11,Deaths,57,Belgium,11372068
BE,2021-09-18,Deaths,43,Belgium,11372068
BE,2021-09-25,Deaths,57,Belgium,11372068
BE,2021-10-02,Deaths,58,Belgium,11372068
BE,2021-10-09,Deaths,63,Belgium,11372068
BE,2021-10-16,Deaths,72,Belgium,11372068
BE,2021-10-23,Deaths,99,Belgium,11372068
BG,2020-01-25,Deaths,0,Bulgaria,7075991
BG,2020-02-01,Deaths,0,Bulgaria,7075991
BG,2020-02-08,Deaths,0,Bulgaria,7075991
BG,2020-02-15,Deaths,0,Bulgaria,7075991
BG,2020-02-22,Deaths,0,Bulgaria,7075991
BG,2020-02-29,Deaths,0,Bulgaria,7075991
BG,2020-03-07,Deaths,0,Bulgaria,7075991
BG,2020-03-14,Deaths,2,Bulgaria,7075991
BG,2020-03-21,Deaths,1,Bulgaria,7075991
BG,2020-03-28,Deaths,4,Bulgaria,7075991
BG,2020-04-04,Deaths,10,Bulgaria,7075991
BG,2020-04-11,Deaths,11,Bulgaria,7075991
BG,2020-04-18,Deaths,13,Bulgaria,7075991
BG,2020-04-25,Deaths,14,Bulgaria,7075991
BG,2020-05-02,Deaths,17,Bulgaria,7075991
BG,2020-05-09,Deaths,18,Bulgaria,7075991
BG,2020-05-16,Deaths,15,Bulgaria,7075991
BG,2020-05-23,Deaths,21,Bulgaria,7075991
BG,2020-05-30,Deaths,13,Bulgaria,7075991
BG,2020-06-06,Deaths,21,Bulgaria,7075991
BG,2020-06-13,Deaths,12,Bulgaria,7075991
BG,2020-06-20,Deaths,27,Bulgaria,7075991
BG,2020-06-27,Deaths,17,Bulgaria,7075991
BG,2020-07-04,Deaths,25,Bulgaria,7075991
BG,2020-07-11,Deaths,26,Bulgaria,7075991
BG,2020-07-18,Deaths,32,Bulgaria,7075991
BG,2020-07-25,Deaths,39,Bulgaria,7075991
BG,2020-08-01,Deaths,47,Bulgaria,7075991
BG,2020-08-08,Deaths,60,Bulgaria,7075991
BG,2020-08-15,Deaths,50,Bulgaria,7075991
BG,2020-08-22,Deaths,44,Bulgaria,7075991
BG,2020-08-29,Deaths,66,Bulgaria,7075991
BG,2020-09-05,Deaths,66,Bulgaria,7075991
BG,2020-09-12,Deaths,46,Bulgaria,7075991
BG,2020-09-19,Deaths,38,Bulgaria,7075991
BG,2020-09-26,Deaths,34,Bulgaria,7075991
BG,2020-10-03,Deaths,52,Bulgaria,7075991
BG,2020-10-10,Deaths,50,Bulgaria,7075991
BG,2020-10-17,Deaths,77,Bulgaria,7075991
BG,2020-10-24,Deaths,116,Bulgaria,7075991
BG,2020-10-31,Deaths,195,Bulgaria,7075991
BG,2020-11-07,Deaths,353,Bulgaria,7075991
BG,2020-11-14,Deaths,459,Bulgaria,7075991
BG,2020-11-21,Deaths,729,Bulgaria,7075991
BG,2020-11-28,Deaths,929,Bulgaria,7075991
BG,2020-12-05,Deaths,980,Bulgaria,7075991
BG,2020-12-12,Deaths,897,Bulgaria,7075991
BG,2020-12-19,Deaths,925,Bulgaria,7075991
BG,2020-12-26,Deaths,572,Bulgaria,7075991
BG,2021-01-02,Deaths,521,Bulgaria,7075991
BG,2021-01-09,Deaths,453,Bulgaria,7075991
BG,2021-01-16,Deaths,377,Bulgaria,7075991
BG,2021-01-23,Deaths,337,Bulgaria,7075991
BG,2021-01-30,Deaths,217,Bulgaria,7075991
BG,2021-02-06,Deaths,283,Bulgaria,7075991
BG,2021-02-13,Deaths,297,Bulgaria,7075991
BG,2021-02-20,Deaths,231,Bulgaria,7075991
BG,2021-02-27,Deaths,328,Bulgaria,7075991
BG,2021-03-06,Deaths,426,Bulgaria,7075991
BG,2021-03-13,Deaths,641,Bulgaria,7075991
BG,2021-03-20,Deaths,732,Bulgaria,7075991
BG,2021-03-27,Deaths,684,Bulgaria,7075991
BG,2021-04-03,Deaths,857,Bulgaria,7075991
BG,2021-04-10,Deaths,844,Bulgaria,7075991
BG,2021-04-17,Deaths,787,Bulgaria,7075991
BG,2021-04-24,Deaths,721,Bulgaria,7075991
BG,2021-05-01,Deaths,585,Bulgaria,7075991
BG,2021-05-08,Deaths,458,Bulgaria,7075991
BG,2021-05-15,Deaths,348,Bulgaria,7075991
BG,2021-05-22,Deaths,237,Bulgaria,7075991
BG,2021-05-29,Deaths,170,Bulgaria,7075991
BG,2021-06-05,Deaths,156,Bulgaria,7075991
BG,2021-06-12,Deaths,85,Bulgaria,7075991
BG,2021-06-19,Deaths,91,Bulgaria,7075991
BG,2021-06-26,Deaths,38,Bulgaria,7075991
BG,2021-07-03,Deaths,57,Bulgaria,7075991
BG,2021-07-10,Deaths,56,Bulgaria,7075991
BG,2021-07-17,Deaths,29,Bulgaria,7075991
BG,2021-07-24,Deaths,24,Bulgaria,7075991
BG,2021-07-31,Deaths,20,Bulgaria,7075991
BG,2021-08-07,Deaths,39,Bulgaria,7075991
BG,2021-08-14,Deaths,87,Bulgaria,7075991
BG,2021-08-21,Deaths,128,Bulgaria,7075991
BG,2021-08-28,Deaths,238,Bulgaria,7075991
BG,2021-09-04,Deaths,378,Bulgaria,7075991
BG,2021-09-11,Deaths,386,Bulgaria,7075991
BG,2021-09-18,Deaths,516,Bulgaria,7075991
BG,2021-09-25,Deaths,464,Bulgaria,7075991
BG,2021-10-02,Deaths,546,Bulgaria,7075991
BG,2021-10-09,Deaths,621,Bulgaria,7075991
BG,2021-10-16,Deaths,615,Bulgaria,7075991
BG,2021-10-23,Deaths,802,Bulgaria,7075991
CH,2020-01-25,Deaths,0,Switzerland,8466017
CH,2020-02-01,Deaths,0,Switzerland,8466017
CH,2020-02-08,Deaths,0,Switzerland,8466017
CH,2020-02-15,Deaths,0,Switzerland,8466017
CH,2020-02-22,Deaths,0,Switzerland,8466017
CH,2020-02-29,Deaths,0,Switzerland,8466017
CH,2020-03-07,Deaths,1,Switzerland,8466017
CH,2020-03-14,Deaths,13,Switzerland,8466017
CH,2020-03-21,Deaths,84,Switzerland,8466017
CH,2020-03-28,Deaths,231,Switzerland,8466017
CH,2020-04-04,Deaths,390,Switzerland,8466017
CH,2020-04-11,Deaths,368,Switzerland,8466017
CH,2020-04-18,Deaths,279,Switzerland,8466017
CH,2020-04-25,Deaths,215,Switzerland,8466017
CH,2020-05-02,Deaths,107,Switzerland,8466017
CH,2020-05-09,Deaths,57,Switzerland,8466017
CH,2020-05-16,Deaths,23,Switzerland,8466017
CH,2020-05-23,Deaths,21,Switzerland,8466017
CH,2020-05-30,Deaths,7,Switzerland,8466017
CH,2020-06-06,Deaths,0,Switzerland,8466017
CH,2020-06-13,Deaths,6,Switzerland,8466017
CH,2020-06-20,Deaths,3,Switzerland,8466017
CH,2020-06-27,Deaths,3,Switzerland,8466017
CH,2020-07-04,Deaths,2,Switzerland,8466017
CH,2020-07-11,Deaths,3,Switzerland,8466017
CH,2020-07-18,Deaths,2,Switzerland,8466017
CH,2020-07-25,Deaths,7,Switzerland,8466017
CH,2020-08-01,Deaths,6,Switzerland,8466017
CH,2020-08-08,Deaths,5,Switzerland,8466017
CH,2020-08-15,Deaths,5,Switzerland,8466017
CH,2020-08-22,Deaths,4,Switzerland,8466017
CH,2020-08-29,Deaths,4,Switzerland,8466017
CH,2020-09-05,Deaths,7,Switzerland,8466017
CH,2020-09-12,Deaths,17,Switzerland,8466017
CH,2020-09-19,Deaths,20,Switzerland,8466017
CH,2020-09-26,Deaths,13,Switzerland,8466017
CH,2020-10-03,Deaths,10,Switzerland,8466017
CH,2020-10-10,Deaths,14,Switzerland,8466017
CH,2020-10-17,Deaths,46,Switzerland,8466017
CH,2020-10-24,Deaths,123,Switzerland,8466017
CH,2020-10-31,Deaths,282,Switzerland,8466017
CH,2020-11-07,Deaths,530,Switzerland,8466017
CH,2020-11-14,Deaths,659,Switzerland,8466017
CH,2020-11-21,Deaths,668,Switzerland,8466017
CH,2020-11-28,Deaths,622,Switzerland,8466017
CH,2020-12-05,Deaths,637,Switzerland,8466017
CH,2020-12-12,Deaths,643,Switzerland,8466017
CH,2020-12-19,Deaths,666,Switzerland,8466017
CH,2020-12-26,Deaths,629,Switzerland,8466017
CH,2021-01-02,Deaths,577,Switzerland,8466017
CH,2021-01-09,Deaths,450,Switzerland,8466017
CH,2021-01-16,Deaths,412,Switzerland,8466017
CH,2021-01-23,Deaths,353,Switzerland,8466017
CH,2021-01-30,Deaths,263,Switzerland,8466017
CH,2021-02-06,Deaths,201,Switzerland,8466017
CH,2021-02-13,Deaths,147,Switzerland,8466017
CH,2021-02-20,Deaths,100,Switzerland,8466017
CH,2021-02-27,Deaths,74,Switzerland,8466017
CH,2021-03-06,Deaths,58,Switzerland,8466017
CH,2021-03-13,Deaths,65,Switzerland,8466017
CH,2021-03-20,Deaths,63,Switzerland,8466017
CH,2021-03-27,Deaths,60,Switzerland,8466017
CH,2021-04-03,Deaths,68,Switzerland,8466017
CH,2021-04-10,Deaths,69,Switzerland,8466017
CH,2021-04-17,Deaths,49,Switzerland,8466017
CH,2021-04-24,Deaths,54,Switzerland,8466017
CH,2021-05-01,Deaths,70,Switzerland,8466017
CH,2021-05-08,Deaths,47,Switzerland,8466017
CH,2021-05-15,Deaths,27,Switzerland,8466017
CH,2021-05-22,Deaths,42,Switzerland,8466017
CH,2021-05-29,Deaths,29,Switzerland,8466017
CH,2021-06-05,Deaths,18,Switzerland,8466017
CH,2021-06-12,Deaths,20,Switzerland,8466017
CH,2021-06-19,Deaths,14,Switzerland,8466017
CH,2021-06-26,Deaths,9,Switzerland,8466017
CH,2021-07-03,Deaths,2,Switzerland,8466017
CH,2021-07-10,Deaths,1,Switzerland,8466017
CH,2021-07-17,Deaths,4,Switzerland,8466017
CH,2021-07-24,Deaths,3,Switzerland,8466017
CH,2021-07-31,Deaths,12,Switzerland,8466017
CH,2021-08-07,Deaths,4,Switzerland,8466017
CH,2021-08-14,Deaths,13,Switzerland,8466017
CH,2021-08-21,Deaths,28,Switzerland,8466017
CH,2021-08-28,Deaths,40,Switzerland,8466017
CH,2021-09-04,Deaths,42,Switzerland,8466017
